,DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Wind Gust
6660,05-10-2021,13-00,11.6,178,0.845,3022.006039,0,0,83,80,29.519999
6661,05-10-2021,14-00,11.6,168,0.845,2852.230419,0,0,83,80,30.599998
6662,05-10-2021,15-00,11.4,174,0.845,2903.163105,0,0,83,80,32.039997
6663,05-10-2021,16-00,11.6,181,0.845,3072.938725,0,0,80,79,29.88
6664,05-10-2021,17-00,11.5,153,0.845,2575.17417,0,0,80,79,29.519999
6665,05-10-2021,18-00,11.5,126,0.845,2120.731669,0,0,80,79,33.12
6666,05-10-2021,19-00,11.6,64,0.845,1086.563969,0,0,79,90,38.88
6667,05-10-2021,20-00,11.6,64,0.845,1086.563969,0,0,79,90,37.079998
6668,05-10-2021,21-00,11.6,68,0.845,1154.474217,0,0,79,90,37.44
6669,05-10-2021,22-00,11.7,56,0.845,958.9395373,0,0,77,91,37.44
6670,05-10-2021,23-00,11.7,51,0.845,873.3199358,0,0,77,91,36.36
6671,05-10-2021,24-00,11.7,50,0.845,856.1960155,0,0,77,91,29.519999
6672,06-10-2021,01-00,11.7,50,0.84,851.1297668,0,0,83,80,25.56
6673,06-10-2021,02-00,11.7,81,0.84,1378.830222,0,0,83,80,22.68
6674,06-10-2021,03-00,11.6,89,0.84,1502.062173,0,0,83,80,22.68
6675,06-10-2021,04-00,11.5,93,0.84,1556.039805,0,0,91,53,23.039999
6676,06-10-2021,05-00,11.4,98,0.84,1625.439616,0,0,91,53,23.039999
6677,06-10-2021,06-00,11.4,141,0.84,2338.642713,0,0,91,53,22.319998
6678,06-10-2021,07-00,11.6,158,0.84,2666.582285,0,0,91,49,20.880001
6679,06-10-2021,08-00,11.4,205,0.84,3400.154299,0,0,91,49,25.919998
6680,06-10-2021,09-00,11.3,192,0.84,3156.600243,0,0,91,49,30.960001
6681,06-10-2021,10-00,11.5,180,0.84,3011.689944,0,0,90,62,39.96
6682,06-10-2021,11-00,11.7,191,0.84,3251.315709,0,0,90,62,39.96
6683,06-10-2021,12-00,11.6,191,0.84,3223.526686,0,0,90,62,39.96
6684,06-10-2021,13-00,11.6,185,0.84,3122.264068,0,0,82,86,39.6
6685,06-10-2021,14-00,11.6,185,0.84,3122.264068,0,0,82,86,37.079998
6686,06-10-2021,15-00,11.6,185,0.84,3122.264068,0,0,82,86,34.2
6687,06-10-2021,16-00,11.6,205,0.84,3459.806129,0,0,81,90,33.12
6688,06-10-2021,17-00,11.6,205,0.84,3459.806129,0,0,81,90,32.039997
6689,06-10-2021,18-00,11.8,171,0.84,2935.74298,0,0,81,90,21.599998
6690,06-10-2021,19-00,11.6,60,0.84,1012.626184,0,0,79,88,16.919998
6691,06-10-2021,20-00,11.6,60,0.84,1012.626184,0,0,79,88,16.199999
6692,06-10-2021,21-00,11.6,57,0.84,961.9948749,0,0,79,88,11.879999
6693,06-10-2021,22-00,11.6,55,0.84,928.2406688,0,0,79,90,12.24
6694,06-10-2021,23-00,11.6,52,0.84,877.6093596,0,0,79,90,13.679999
6695,06-10-2021,24-00,11.6,50,0.84,843.8551534,0,0,79,90,14.04
6696,07-10-2021,01-00,11.5,135,0.856,2301.7916,0,0,83,83,12.599999
6697,07-10-2021,02-00,11.5,135,0.856,2301.7916,0,0,83,83,10.440001
6698,07-10-2021,03-00,11.5,135,0.856,2301.7916,0,0,83,83,9.72
6699,07-10-2021,04-00,11.5,135,0.856,2301.7916,0,0,88,61,7.92
6700,07-10-2021,05-00,11.5,140,0.856,2387.043141,0,0,88,61,6.8399997
6701,07-10-2021,06-00,11.3,153,0.856,2563.328501,0,0,88,61,5.7599998
6702,07-10-2021,07-00,11.6,187,0.856,3216.132908,0,0,90,51,5.3999996
6703,07-10-2021,08-00,11.3,210,0.856,3518.294021,0,0,90,51,9
6704,07-10-2021,09-00,11.3,220,0.856,3685.831831,0,0,90,51,11.159999
6705,07-10-2021,10-00,11.2,217,0.856,3603.397298,0,0,88,59,15.84
6706,07-10-2021,11-00,11.4,204,0.856,3448.017099,0,0,88,59,20.519999
6707,07-10-2021,12-00,11.3,173,0.856,2898.404122,0,0,88,59,22.319998
6708,07-10-2021,13-00,11.3,184,0.856,3082.695713,0,0,83,84,24.84
6709,07-10-2021,14-00,11.3,175,0.856,2931.911684,0,0,83,84,24.48
6710,07-10-2021,15-00,11.4,184,0.856,3109.976207,0,0,83,84,26.28
6711,07-10-2021,16-00,11.3,185,0.856,3099.449495,0,0,82,87,25.56
6712,07-10-2021,17-00,11.7,179,0.856,3105.083509,0,0,82,87,24.119999
6713,07-10-2021,18-00,11.6,153,0.856,2631.38147,0,0,82,87,23.039999
6714,07-10-2021,19-00,11.6,62,0.856,1066.311445,0,0,80,90,20.16
6715,07-10-2021,20-00,11.6,62,0.856,1066.311445,0,0,80,90,21.24
6716,07-10-2021,21-00,11.6,57,0.856,980.3185868,0,0,80,90,19.44
6717,07-10-2021,22-00,11.6,55,0.856,945.9214434,0,0,79,92,19.08
6718,07-10-2021,23-00,11.8,50,0.856,874.7549399,0,0,79,92,19.44
6719,07-10-2021,24-00,11.7,50,0.856,867.3417624,0,0,79,92,19.8
6720,08-10-2021,01-00,11.5,85,0.88,1489.910105,0,0,83,87,19.8
6721,08-10-2021,02-00,11.5,95,0.88,1665.193646,0,0,83,87,20.16
6722,08-10-2021,03-00,11.4,105,0.88,1824.473039,0,0,83,87,20.16
6723,08-10-2021,04-00,11.4,105,0.88,1824.473039,0,0,87,64,19.8
6724,08-10-2021,05-00,11.4,120,0.88,2085.112044,0,0,87,64,19.44
6725,08-10-2021,06-00,11.4,140,0.88,2432.630718,0,0,87,64,18.72
6726,08-10-2021,07-00,11.4,171,0.88,2971.284663,0,0,92,39,18.359999
6727,08-10-2021,08-00,11.5,190,0.88,3330.387293,0,0,92,39,21.24
6728,08-10-2021,09-00,11.3,209,0.88,3599.714265,0,0,92,39,24.84
6729,08-10-2021,10-00,11.2,224,0.88,3823.924778,0,0,89,61,30.599998
6730,08-10-2021,11-00,11.5,229,0.88,4013.993106,0,0,89,61,37.44
6731,08-10-2021,12-00,11.4,224,0.88,3892.209149,0,0,89,61,39.96
6732,08-10-2021,13-00,11.4,184,0.88,3197.171801,0,0,84,79,39.6
6733,08-10-2021,14-00,11.4,184,0.88,3197.171801,0,0,84,79,39.239998
6734,08-10-2021,15-00,11.6,199,0.88,3518.474154,0,0,84,79,36.719997
6735,08-10-2021,16-00,11.6,199,0.88,3518.474154,0,0,82,89,33.48
6736,08-10-2021,17-00,11.8,164,0.88,2949.640956,0,0,82,89,28.44
6737,08-10-2021,18-00,11.7,164,0.88,2924.643999,0,0,82,89,26.64
6738,08-10-2021,19-00,11.6,62,0.88,1096.208028,0,0,81,90,23.4
6739,08-10-2021,20-00,11.6,62,0.88,1096.208028,0,0,81,90,23.4
6740,08-10-2021,21-00,11.6,59,0.88,1043.165704,0,0,81,90,21.24
6741,08-10-2021,22-00,11.6,56,0.88,990.12338,0,0,80,92,20.16
6742,08-10-2021,23-00,11.6,52,0.88,919.4002815,0,0,80,92,19.44
6743,08-10-2021,24-00,11.6,50,0.88,884.0387322,0,0,80,92,19.08
6744,09-10-2021,01-00,11.3,110,0.96,2066.821588,0,0,83,78,19.44
6745,09-10-2021,02-00,11.3,110,0.96,2066.821588,0,0,83,78,19.08
6746,09-10-2021,03-00,11.3,110,0.96,2066.821588,0,0,83,78,18
6747,09-10-2021,04-00,11.3,110,0.96,2066.821588,0,0,88,64,17.28
6748,09-10-2021,05-00,11.4,120,0.96,2274.667685,0,0,88,64,15.84
6749,09-10-2021,06-00,11.3,135,0.96,2536.553767,0,0,88,64,15.119999
6750,09-10-2021,07-00,11.7,164,0.96,3190.520726,0,0,83,75,15.4800005
6751,09-10-2021,08-00,11.6,185,0.96,3568.301792,0,0,83,75,15.84
6752,09-10-2021,09-00,11.7,195,0.96,3793.606961,0,0,83,75,17.64
6753,09-10-2021,10-00,11.4,204,0.96,3866.935064,0,0,83,76,24.48
6754,09-10-2021,11-00,11.6,207,0.96,3992.640383,0,0,83,76,25.199999
6755,09-10-2021,12-00,11.8,184,0.96,3610.203565,0,0,83,76,26.64
6756,09-10-2021,13-00,11.8,184,0.96,3610.203565,0,0,81,87,25.56
6757,09-10-2021,14-00,11.8,174,0.96,3413.996849,0,0,81,87,26.28
6758,09-10-2021,15-00,11.8,169,0.96,3315.893492,0,0,81,87,26.28
6759,09-10-2021,16-00,11.8,164,0.96,3217.790134,0,0,80,89,25.199999
6760,09-10-2021,17-00,12,154,0.96,3072.796697,0,0,80,89,20.880001
6761,09-10-2021,18-00,11.5,155,0.96,2963.885342,0,0,80,89,15.119999
6762,09-10-2021,19-00,11.6,63,0.96,1215.151421,0,0,81,92,15.119999
6763,09-10-2021,20-00,11.6,61,0.96,1176.575185,0,0,81,92,15.4800005
6764,09-10-2021,21-00,11.6,58,0.96,1118.710832,0,0,81,92,15.119999
6765,09-10-2021,22-00,11.6,55,0.96,1060.846479,0,0,77,91,16.199999
6766,09-10-2021,23-00,11.5,53,0.96,1013.457569,0,0,77,91,15.84
6767,09-10-2021,24-00,11.5,50,0.96,956.0920458,0,0,77,91,15.4800005
6768,10-10-2021,01-00,11.5,83,0.965,1595.379008,1,0,82,80,14.759999
6769,10-10-2021,02-00,11.5,85,0.965,1633.821876,1,0,82,80,13.679999
6770,10-10-2021,03-00,11.5,85,0.965,1633.821876,1,0,82,80,12.599999
6771,10-10-2021,04-00,11.5,85,0.965,1633.821876,1,0,89,56,11.879999
6772,10-10-2021,05-00,11.4,96,0.965,1829.21193,1,0,89,56,11.5199995
6773,10-10-2021,06-00,11.3,104,0.965,1964.263395,1,0,89,56,11.159999
6774,10-10-2021,07-00,11.2,138,0.965,2583.360708,1,0,93,40,11.159999
6775,10-10-2021,08-00,11.6,162,0.965,3140.949432,1,0,93,40,11.879999
6776,10-10-2021,09-00,11.6,166,0.965,3218.503739,1,0,93,40,12.959999
6777,10-10-2021,10-00,11.6,113,0.965,2190.909172,1,0,87,52,12.959999
6778,10-10-2021,11-00,11.5,131,0.965,2518.007833,1,0,87,52,13.32
6779,10-10-2021,12-00,11.5,186,0.965,3575.186694,1,0,87,52,13.679999
6780,10-10-2021,13-00,11.6,184,0.965,3567.49812,1,0,79,73,15.4800005
6781,10-10-2021,14-00,11.6,178,0.965,3451.16666,1,0,79,73,16.199999
6782,10-10-2021,15-00,11.6,190,0.965,3683.829581,1,0,79,73,15.84
6783,10-10-2021,16-00,11.4,167,0.965,3182.066586,1,0,77,88,15.119999
6784,10-10-2021,17-00,11.5,144,0.965,2767.886473,1,0,77,88,14.04
6785,10-10-2021,18-00,11.6,143,0.965,2772.566474,1,0,77,88,12.24
6786,10-10-2021,19-00,11.6,60,0.965,1163.314604,1,0,80,92,12.24
6787,10-10-2021,20-00,11.6,58,0.965,1124.537451,1,0,80,92,7.2
6788,10-10-2021,21-00,11.6,54,0.965,1046.983144,1,0,80,92,7.92
6789,10-10-2021,22-00,11.6,52,0.965,1008.20599,1,0,75,90,9.72
6790,10-10-2021,23-00,11.6,48,0.965,930.6516835,1,0,75,90,10.08
6791,10-10-2021,24-00,11.6,48,0.965,930.6516835,1,0,75,90,10.799999
6792,11-10-2021,01-00,11.5,50,0.96,956.0920458,0,0,78,85,10.799999
6793,11-10-2021,02-00,11.5,85,0.96,1625.356478,0,0,78,85,10.08
6794,11-10-2021,03-00,11.5,110,0.96,2103.402501,0,0,78,85,8.64
6795,11-10-2021,04-00,11.4,111,0.96,2104.067608,0,0,87,47,8.28
6796,11-10-2021,05-00,11.4,110,0.96,2085.112044,0,0,87,47,10.440001
6797,11-10-2021,06-00,11.3,151,0.96,2837.182361,0,0,87,47,10.440001
6798,11-10-2021,07-00,11.4,164,0.96,3108.712502,0,0,91,30,10.08
6799,11-10-2021,08-00,11.2,184,0.96,3426.633892,0,0,91,30,12.599999
6800,11-10-2021,09-00,11.5,179,0.96,3422.809524,0,0,91,30,13.32
6801,11-10-2021,10-00,11.5,200,0.96,3824.368183,0,0,87,47,12.599999
6802,11-10-2021,11-00,11.5,212,0.96,4053.830274,0,0,87,47,13.32
6803,11-10-2021,12-00,11.5,217,0.96,4149.439479,0,0,87,47,14.4
6804,11-10-2021,13-00,11.7,209,0.96,4065.968486,0,0,79,72,19.44
6805,11-10-2021,14-00,11.7,189,0.96,3676.880593,0,0,79,72,19.8
6806,11-10-2021,15-00,11.6,199,0.96,3838.335441,0,0,79,72,18
6807,11-10-2021,16-00,11.5,214,0.96,4092.073956,0,0,77,83,20.519999
6808,11-10-2021,17-00,11.6,219,0.96,4224.097797,0,0,77,83,20.16
6809,11-10-2021,18-00,11.6,214,0.96,4127.657208,0,0,77,83,12.959999
6810,11-10-2021,19-00,11.8,62,0.96,1216.481636,0,0,77,90,12.599999
6811,11-10-2021,20-00,11.8,62,0.96,1216.481636,0,0,77,90,12.599999
6812,11-10-2021,21-00,11.8,57,0.96,1118.378278,0,0,77,90,11.159999
6813,11-10-2021,22-00,11.8,54,0.96,1059.516264,0,0,75,90,10.08
6814,11-10-2021,23-00,11.8,52,0.96,1020.274921,0,0,75,90,10.799999
6815,11-10-2021,24-00,11.8,50,0.96,981.0335774,0,0,75,90,9.36
6816,12-10-2021,01-00,11.5,120,0.96,2294.62091,0,0,81,78,9.72
6817,12-10-2021,02-00,11.5,120,0.96,2294.62091,0,0,81,78,10.799999
6818,12-10-2021,03-00,11.5,120,0.96,2294.62091,0,0,81,78,10.799999
6819,12-10-2021,04-00,11.5,120,0.96,2294.62091,0,0,89,48,7.92
6820,12-10-2021,05-00,11.4,130,0.96,2464.223325,0,0,89,48,7.2
6821,12-10-2021,06-00,11.3,135,0.96,2536.553767,0,0,89,48,6.8399997
6822,12-10-2021,07-00,11.6,172,0.96,3317.55626,0,0,91,39,7.5599995
6823,12-10-2021,08-00,11.5,195,0.96,3728.758979,0,0,91,39,8.64
6824,12-10-2021,09-00,11.5,215,0.96,4111.195797,0,0,91,39,12.24
6825,12-10-2021,10-00,11.5,215,0.96,4111.195797,0,0,87,52,16.56
6826,12-10-2021,11-00,11.5,214,0.96,4092.073956,0,0,87,52,18
6827,12-10-2021,12-00,11.5,209,0.96,3996.464751,0,0,87,52,20.16
6828,12-10-2021,13-00,11.5,199,0.96,3805.246342,0,0,80,78,21.24
6829,12-10-2021,14-00,11.6,197,0.96,3799.759205,0,0,80,78,22.68
6830,12-10-2021,15-00,11.7,194,0.96,3774.152566,0,0,80,78,23.4
6831,12-10-2021,16-00,11.6,154,0.96,2970.37014,0,0,78,83,21.24
6832,12-10-2021,17-00,11.6,169,0.96,3259.691907,0,0,78,83,18
6833,12-10-2021,18-00,11,159,0.96,2908.182588,0,0,78,83,15.119999
6834,12-10-2021,19-00,11.8,63,0.96,1236.102308,0,0,76,88,14.4
6835,12-10-2021,20-00,11.7,61,0.96,1186.718075,0,0,76,88,18
6836,12-10-2021,21-00,11.7,59,0.96,1147.809286,0,0,76,88,19.08
6837,12-10-2021,22-00,11.6,81,0.96,1562.337541,0,0,76,90,18.359999
6838,12-10-2021,23-00,11.6,78,0.96,1504.473188,0,0,76,90,15.4800005
6839,12-10-2021,24-00,11.6,75,0.96,1446.608834,0,0,76,90,12.24
6840,13-10-2021,01-00,11.5,125,0.962,2395.209761,0,0,81,86,12.599999
6841,13-10-2021,02-00,11.5,125,0.962,2395.209761,0,0,81,86,11.879999
6842,13-10-2021,03-00,11.4,125,0.962,2374.38185,0,0,81,86,13.32
6843,13-10-2021,04-00,11.4,130,0.962,2469.357124,0,0,90,48,14.759999
6844,13-10-2021,05-00,11.4,140,0.962,2659.307672,0,0,90,48,18.359999
6845,13-10-2021,06-00,11.2,145,0.962,2705.962192,0,0,90,48,21.24
6846,13-10-2021,07-00,11.8,175,0.962,3440.770891,0,0,92,42,20.880001
6847,13-10-2021,08-00,11.8,190,0.962,3735.69411,0,0,92,42,16.919998
6848,13-10-2021,09-00,11.7,195,0.962,3801.510309,0,0,92,42,19.8
6849,13-10-2021,10-00,11.7,200,0.962,3898.984932,0,0,84,60,20.16
6850,13-10-2021,11-00,11.8,192,0.962,3775.017206,0,0,84,60,21.599998
6851,13-10-2021,12-00,11.8,190,0.962,3735.69411,0,0,84,60,21.599998
6852,13-10-2021,13-00,11.6,138,0.962,2667.305589,0,0,79,82,21.96
6853,13-10-2021,14-00,11.6,174,0.962,3363.124439,0,0,79,82,24.119999
6854,13-10-2021,15-00,11.6,174,0.962,3363.124439,0,0,79,82,25.919998
6855,13-10-2021,16-00,11.6,189,0.962,3653.048959,0,0,77,88,25.919998
6856,13-10-2021,17-00,11.6,186,0.962,3595.064055,0,0,77,88,22.319998
6857,13-10-2021,18-00,11.5,63,0.962,1207.185719,0,0,77,88,15.4800005
6858,13-10-2021,19-00,11.6,62,0.962,1198.354685,0,0,77,88,13.32
6859,13-10-2021,20-00,11.6,60,0.962,1159.698082,0,0,77,88,13.679999
6860,13-10-2021,21-00,11.7,57,0.962,1111.210706,0,0,77,88,13.32
6861,13-10-2021,22-00,11.7,53,0.962,1033.231007,0,0,75,91,11.879999
6862,13-10-2021,23-00,11.7,51,0.962,994.2411576,0,0,75,91,10.08
6863,13-10-2021,24-00,11.6,50,0.962,966.4150686,0,0,75,91,10.08
6864,14-10-2021,01-00,11.5,50,0.96,956.0920458,0,0,81,81,10.08
6865,14-10-2021,02-00,11.4,80,0.96,1516.445123,0,0,81,81,8.64
6866,14-10-2021,03-00,11.4,83,0.96,1573.311815,0,0,81,81,9.36
6867,14-10-2021,04-00,11.3,83,0.96,1559.510834,0,0,90,52,10.440001
6868,14-10-2021,05-00,11.3,85,0.96,1597.089409,0,0,90,52,10.440001
6869,14-10-2021,06-00,11.6,111,0.96,2140.981075,0,0,90,52,10.08
6870,14-10-2021,07-00,11.5,138,0.96,2638.814046,0,0,91,39,9.36
6871,14-10-2021,08-00,11.2,163,0.96,3035.550676,0,0,91,39,11.879999
6872,14-10-2021,09-00,11.5,188,0.96,3594.906092,0,0,91,39,12.959999
6873,14-10-2021,10-00,11.4,200,0.96,3791.112808,0,0,88,47,12.959999
6874,14-10-2021,11-00,11.3,207,0.96,3889.382442,0,0,88,47,12.959999
6875,14-10-2021,12-00,11.3,207,0.96,3889.382442,0,0,88,47,14.4
6876,14-10-2021,13-00,11.5,207,0.96,3958.22107,0,0,80,76,15.119999
6877,14-10-2021,14-00,11.6,197,0.96,3799.759205,0,0,80,76,15.119999
6878,14-10-2021,15-00,11.5,190,0.96,3633.149774,0,0,80,76,14.4
6879,14-10-2021,16-00,11.5,187,0.96,3575.784251,0,0,77,82,12.959999
6880,14-10-2021,17-00,11.5,180,0.96,3441.931365,0,0,77,82,10.440001
6881,14-10-2021,18-00,11.8,156,0.96,3060.824762,0,0,77,82,7.2
6882,14-10-2021,19-00,11.5,62,0.96,1185.554137,0,0,76,90,6.8399997
6883,14-10-2021,20-00,11.5,62,0.96,1185.554137,0,0,76,90,5.7599998
6884,14-10-2021,21-00,11.5,59,0.96,1128.188614,0,0,76,90,8.64
6885,14-10-2021,22-00,11.5,56,0.96,1070.823091,0,0,75,91,9.36
6886,14-10-2021,23-00,11.5,54,0.96,1032.579409,0,0,75,91,9.72
6887,14-10-2021,24-00,11.5,50,0.96,956.0920458,0,0,75,91,10.08
6888,15-10-2021,01-00,11.4,120,0.96,2274.667685,0,0,81,81,10.799999
6889,15-10-2021,02-00,11.4,120,0.96,2274.667685,0,0,81,81,11.879999
6890,15-10-2021,03-00,11.4,120,0.96,2274.667685,0,0,81,81,12.959999
6891,15-10-2021,04-00,11.3,120,0.96,2254.714459,0,0,90,52,13.32
6892,15-10-2021,05-00,11.3,120,0.96,2254.714459,0,0,90,52,12.959999
6893,15-10-2021,06-00,11.3,133,0.96,2498.975192,0,0,90,52,12.959999
6894,15-10-2021,07-00,11.8,155,0.96,3041.20409,0,0,91,39,13.32
6895,15-10-2021,08-00,11.6,155,0.96,2989.658258,0,0,91,39,18.359999
6896,15-10-2021,09-00,11.5,166,0.96,3174.225592,0,0,91,39,18.72
6897,15-10-2021,10-00,11.6,166,0.96,3201.827554,0,0,88,47,17.28
6898,15-10-2021,11-00,11.7,165,0.96,3209.975121,0,0,88,47,17.28
6899,15-10-2021,12-00,11.7,150,0.96,2918.159201,0,0,88,47,16.919998
6900,15-10-2021,13-00,11.7,148,0.96,2879.250411,0,0,80,76,15.84
6901,15-10-2021,14-00,11.8,149,0.96,2923.480061,0,0,80,76,15.119999
6902,15-10-2021,15-00,11.8,164,0.96,3217.790134,0,0,80,76,14.4
6903,15-10-2021,16-00,11.8,161,0.96,3158.928119,0,0,77,82,11.5199995
6904,15-10-2021,17-00,11.6,134,0.96,2584.607784,0,0,77,82,6.8399997
6905,15-10-2021,18-00,11.9,121,0.96,2394.22076,0,0,77,82,5.3999996
6906,15-10-2021,19-00,11.5,62,0.96,1185.554137,0,0,76,90,5.04
6907,15-10-2021,20-00,11.5,60,0.96,1147.310455,0,0,76,90,8.28
6908,15-10-2021,21-00,11.6,58,0.96,1118.710832,0,0,76,90,10.08
6909,15-10-2021,22-00,11.6,56,0.96,1080.134596,0,0,79,92,9.36
6910,15-10-2021,23-00,11.6,53,0.96,1022.270243,0,0,79,92,9.36
6911,15-10-2021,24-00,11.6,49,0.96,945.1177719,0,0,79,92,9.72
6912,16-10-2021,01-00,11.7,115,0.92,2144.036413,0,0,81,94,9.72
6913,16-10-2021,02-00,11.7,115,0.92,2144.036413,0,0,81,94,9.36
6914,16-10-2021,03-00,11.6,95,0.92,1756.022391,0,0,81,94,9.36
6915,16-10-2021,04-00,11.5,73,0.92,1337.732121,0,0,82,80,9
6916,16-10-2021,05-00,11.5,74,0.92,1356.057218,0,0,82,80,9
6917,16-10-2021,06-00,11.5,75,0.92,1374.382316,0,0,82,80,9.72
6918,16-10-2021,07-00,11.6,100,0.92,1848.444622,0,0,85,72,9.36
6919,16-10-2021,08-00,11.5,101,0.92,1850.834852,0,0,85,72,12.24
6920,16-10-2021,09-00,11.4,104,0.92,1889.237882,0,0,85,72,14.4
6921,16-10-2021,10-00,11.6,100,0.92,1848.444622,0,0,82,84,13.679999
6922,16-10-2021,11-00,11.6,100,0.92,1848.444622,0,0,82,84,12.959999
6923,16-10-2021,12-00,11.8,97,0.92,1823.904926,0,0,82,84,12.599999
6924,16-10-2021,13-00,11.9,97,0.92,1839.361747,0,0,79,88,14.759999
6925,16-10-2021,14-00,11.9,97,0.92,1839.361747,0,0,79,88,14.759999
6926,16-10-2021,15-00,11.9,97,0.92,1839.361747,0,0,79,88,14.04
6927,16-10-2021,16-00,11.9,100,0.92,1896.249224,0,0,78,90,14.04
6928,16-10-2021,17-00,11.8,100,0.92,1880.314357,0,0,78,90,13.32
6929,16-10-2021,18-00,11.6,62,0.92,1146.035666,0,0,78,90,11.5199995
6930,16-10-2021,19-00,11.5,62,0.92,1136.156048,0,0,80,92,11.5199995
6931,16-10-2021,20-00,11.5,60,0.92,1099.505853,0,0,80,92,6.8399997
6932,16-10-2021,21-00,11.5,57,0.92,1044.53056,0,0,80,92,6.4799995
6933,16-10-2021,22-00,11.5,53,0.92,971.2301698,0,0,78,90,7.2
6934,16-10-2021,23-00,11.5,51,0.92,934.5799747,0,0,78,90,7.2
6935,16-10-2021,24-00,11.5,50,0.92,916.2548772,0,0,78,90,7.92
6936,17-10-2021,01-00,11.6,54,0.869,942.8273079,1,0,81,90,8.64
6937,17-10-2021,02-00,11.6,54,0.869,942.8273079,1,0,81,90,9
6938,17-10-2021,03-00,11.6,54,0.869,942.8273079,1,0,81,90,9.36
6939,17-10-2021,04-00,11.6,54,0.869,942.8273079,1,0,85,73,9.72
6940,17-10-2021,05-00,11.6,54,0.869,942.8273079,1,0,85,73,10.08
6941,17-10-2021,06-00,11.6,54,0.869,942.8273079,1,0,85,73,11.5199995
6942,17-10-2021,07-00,11.8,57,0.869,1012.365337,1,0,88,65,13.32
6943,17-10-2021,08-00,11.6,95,0.869,1658.677671,1,0,88,65,17.28
6944,17-10-2021,09-00,11.8,100,0.869,1776.079539,1,0,88,65,16.56
6945,17-10-2021,10-00,11.8,102,0.869,1811.60113,1,0,83,84,15.4800005
6946,17-10-2021,11-00,11.6,110,0.869,1920.574146,1,0,83,84,15.84
6947,17-10-2021,12-00,11.8,60,0.869,1065.647723,1,0,83,84,17.64
6948,17-10-2021,13-00,11.8,55,0.869,976.8437465,1,0,80,92,18
6949,17-10-2021,14-00,11.8,53,0.869,941.3221557,1,0,80,92,17.28
6950,17-10-2021,15-00,11.6,56,0.869,977.7468378,1,0,80,92,18
6951,17-10-2021,16-00,11.6,55,0.869,960.2870728,1,0,80,92,18
6952,17-10-2021,17-00,11.5,56,0.869,969.3179857,1,0,77,90,11.879999
6953,17-10-2021,18-00,11.7,70,0.869,1232.719612,1,0,77,90,9.72
6954,17-10-2021,19-00,11.6,51,0.869,890.448013,1,0,77,90,11.159999
6955,17-10-2021,20-00,11.6,51,0.869,890.448013,1,0,77,90,10.440001
6956,17-10-2021,21-00,11.6,48,0.869,838.0687181,1,0,77,90,10.08
6957,17-10-2021,22-00,11.7,48,0.869,845.2934484,1,0,77,93,10.440001
6958,17-10-2021,23-00,11.6,44,0.869,768.2296583,1,0,77,93,10.440001
6959,17-10-2021,24-00,11.6,43,0.869,750.7698933,1,0,77,93,10.08
6960,18-10-2021,01-00,11.8,55,0.92,1034.172896,0,0,82,84,10.08
6961,18-10-2021,02-00,11.5,55,0.92,1007.880365,0,0,82,84,10.08
6962,18-10-2021,03-00,11.5,55,0.92,1007.880365,0,0,82,84,10.08
6963,18-10-2021,04-00,11.5,59,0.92,1081.180755,0,0,88,59,10.08
6964,18-10-2021,05-00,11.6,59,0.92,1090.582327,0,0,88,59,10.440001
6965,18-10-2021,06-00,11.6,63,0.92,1164.520112,0,0,88,59,10.08
6966,18-10-2021,07-00,11.4,64,0.92,1162.607928,0,0,91,54,10.440001
6967,18-10-2021,08-00,11.8,69,0.92,1297.416906,0,0,91,54,15.4800005
6968,18-10-2021,09-00,11.6,73,0.92,1349.364574,0,0,91,54,15.84
6969,18-10-2021,10-00,11.2,72,0.92,1284.98771,0,0,88,58,14.4
6970,18-10-2021,11-00,11.5,94,0.92,1722.559169,0,0,88,58,14.4
6971,18-10-2021,12-00,11.6,92,0.92,1700.569052,0,0,88,58,14.04
6972,18-10-2021,13-00,11.6,92,0.92,1700.569052,0,0,82,83,12.959999
6973,18-10-2021,14-00,11.7,84,0.92,1566.078771,0,0,82,83,13.32
6974,18-10-2021,15-00,11.5,92,0.92,1685.908974,0,0,82,83,12.599999
6975,18-10-2021,16-00,11.5,84,0.92,1539.308194,0,0,81,90,8.28
6976,18-10-2021,17-00,11.5,84,0.92,1539.308194,0,0,81,90,10.08
6977,18-10-2021,18-00,11.6,97,0.92,1792.991283,0,0,81,90,10.799999
6978,18-10-2021,19-00,11.6,63,0.92,1164.520112,0,0,78,93,9
6979,18-10-2021,20-00,11.6,63,0.92,1164.520112,0,0,78,93,11.5199995
6980,18-10-2021,21-00,11.6,59,0.92,1090.582327,0,0,78,93,10.799999
6981,18-10-2021,22-00,11.6,55,0.92,1016.644542,0,0,78,91,13.32
6982,18-10-2021,23-00,11.7,53,0.92,988.1211293,0,0,78,91,14.4
6983,18-10-2021,24-00,11.7,50,0.92,932.1897446,0,0,78,91,15.84
6984,19-10-2021,01-00,11.6,85,0.938,1601.918366,0,0,82,90,16.199999
6985,19-10-2021,02-00,11.6,85,0.938,1601.918366,0,0,82,90,16.919998
6986,19-10-2021,03-00,11.6,85,0.938,1601.918366,0,0,82,90,17.64
6987,19-10-2021,04-00,11.6,85,0.938,1601.918366,0,0,87,60,17.28
